maydon,xonalar,joylashuv,yoshi,narxi
117,4,shahar_cheti,87,799375.135114857
104,3,qishloq,4,449427.8996365301
102,1,qishloq,20,517677.31036599574
117,5,qishloq,74,480076.06389740936
87,2,shahar_cheti,74,767605.4037684802
140,6,markaz,37,1623671.9732920195
140,6,shahar_cheti,2,1089244.605753392
85,6,qishloq,2,421450.2881180968
32,2,shahar_cheti,2,257284.53587115553
134,2,markaz,85,1533064.8355244
120,3,qishloq,92,516241.11622512277
76,1,shahar_cheti,75,502723.27085471636
64,4,shahar_cheti,3,546142.4857382713
46,3,markaz,93,604498.5941389896
161,5,markaz,62,2301105.023713838
115,2,qishloq,20,467633.82393952395
66,6,shahar_cheti,51,557632.874429083
46,5,qishloq,28,256837.5211526549
182,3,shahar_cheti,43,1161124.9495670567
127,6,markaz,80,1423468.3596002082
194,6,shahar_cheti,38,1349489.9956836859
117,3,qishloq,28,624670.8685896382
130,3,markaz,66,1663013.3556297913
56,1,qishloq,92,229133.28311614328
73,1,shahar_cheti,7,590789.715464746
44,1,shahar_cheti,63,277873.4004536277
94,6,shahar_cheti,85,620142.3970994921
151,6,qishloq,43,619436.1923317432
66,3,shahar_cheti,75,484502.8305044582
112,2,qishloq,72,494651.940658489
65,2,shahar_cheti,7,472467.03249264555
142,2,qishloq,63,774557.8842091719
153,3,qishloq,8,638133.2141949062
120,6,markaz,49,1406609.9597106557
85,1,shahar_cheti,47,731479.8851754398
34,4,qishloq,87,201367.34989295574
121,2,qishloq,1,665226.0275277632
128,4,shahar_cheti,66,803585.5465061264
160,5,markaz,46,1788342.9478849065
49,5,qishloq,81,212184.22599841753
160,1,markaz,87,1794956.7988152057
109,4,markaz,19,1601467.8818461949
95,2,shahar_cheti,83,707669.5949136355
166,3,markaz,75,2176353.2197158695
106,4,qishloq,10,555070.5936991357
99,3,markaz,73,1162441.2106718682
131,5,shahar_cheti,4,970074.9252215885
175,3,qishloq,72,924722.6721408019
45,3,shahar_cheti,24,356764.7465828477
133,2,qishloq,9,717405.4266558037
33,4,markaz,89,469103.18590598676
148,2,shahar_cheti,94,950365.2382947509
171,6,markaz,50,2402823.4022457986
143,2,qishloq,54,855472.184339485
147,1,markaz,42,1553260.8346276921
166,6,markaz,27,1745651.1931568051
185,5,shahar_cheti,16,1136760.3525009332
55,3,markaz,78,693477.5802191081
55,5,qishloq,81,326289.4729349742
192,1,shahar_cheti,47,1687341.8053490878
176,6,qishloq,36,885373.8856841109
38,6,qishloq,75,198658.42563269363
172,2,markaz,80,2008242.0494043808
178,2,markaz,70,2161449.5236231736
67,3,shahar_cheti,28,419053.12445307086
178,5,markaz,38,2095067.1990879045
47,4,markaz,48,602233.7420408992
102,3,qishloq,17,459420.79987811204
192,3,shahar_cheti,50,1594533.6211214575
130,2,qishloq,62,579291.8468381892
32,6,markaz,43,352685.65303331637
40,1,shahar_cheti,71,359587.877377798
156,3,markaz,51,1623167.335883731
128,4,shahar_cheti,33,935132.7952118076
156,2,qishloq,44,678967.5920733758
88,6,shahar_cheti,88,561508.6040553332
88,3,markaz,57,1059474.452339997
87,5,qishloq,76,452257.02910102456
136,1,qishloq,1,750781.3464228628
200,6,shahar_cheti,9,1706311.912187985
80,3,shahar_cheti,85,549740.5000276996
71,4,qishloq,42,329794.96697423526
100,3,shahar_cheti,51,767215.88992658
49,5,markaz,99,536033.2600245567
178,5,qishloq,80,740921.8339390691
109,6,qishloq,21,560621.9362264485
141,2,qishloq,73,749922.3722790272
141,6,qishloq,61,567674.5057730402
178,4,markaz,4,2084113.4353659293
190,1,qishloq,86,807791.8049543864
97,2,shahar_cheti,56,835479.8506959896
70,2,qishloq,10,361004.9171058202
114,3,markaz,99,1277022.2353351486
60,4,qishloq,87,315288.5485041829
106,4,shahar_cheti,69,692848.022850643
176,2,shahar_cheti,74,1220871.1996467072
172,5,markaz,82,2289251.9742905246
164,5,markaz,54,2226034.72018959
182,1,markaz,84,2015528.3673922028
77,5,markaz,69,894730.1719321727
77,1,qishloq,66,329546.21593062335
175,5,shahar_cheti,81,1488729.3465377968
145,1,shahar_cheti,58,1048962.0960239472
152,6,markaz,35,1898115.1429816417
186,1,shahar_cheti,29,1167647.0381000119
148,2,shahar_cheti,15,1232852.46661433
113,5,qishloq,5,554128.3777638687
167,1,qishloq,6,729834.2090655676
57,1,markaz,18,573562.8353887525
38,5,markaz,59,413969.05274596595
81,3,shahar_cheti,40,514877.0123415608
96,1,qishloq,80,461327.21200394386
96,3,markaz,64,1230688.7865589946
183,5,markaz,15,2282129.7519487594
147,2,shahar_cheti,9,1102684.3164589969
60,5,shahar_cheti,55,498209.58973583765
165,2,qishloq,25,901981.1689079847
157,3,shahar_cheti,97,992344.4215097772
41,4,shahar_cheti,74,304865.88646643446
168,4,shahar_cheti,12,1368705.8602071502
64,3,qishloq,5,341078.00287124893
150,5,shahar_cheti,20,966349.1776089728
87,2,shahar_cheti,96,609739.8069659875
77,2,markaz,48,911847.6655785756
76,4,markaz,34,976755.9843362082
52,2,qishloq,56,223816.4331855032
114,5,qishloq,4,556380.0993054819
164,2,shahar_cheti,36,1448418.2231544498
154,3,markaz,1,1711151.4045372603
155,3,markaz,65,2212407.556255377
55,2,shahar_cheti,29,421373.4238112463
92,2,qishloq,21,463798.9509723523
141,1,qishloq,99,645926.9238963885
56,5,markaz,57,721843.8941847931
39,2,shahar_cheti,18,267097.38385030266
156,2,shahar_cheti,96,1281823.1460704873
190,6,markaz,90,1942655.2828275848
94,3,qishloq,93,461487.1035730534
147,6,qishloq,13,748655.862868938
136,5,markaz,88,1717160.329826853
109,1,markaz,1,1634971.3777444742
144,6,qishloq,20,797501.7088912844
109,5,markaz,22,1299052.2573330821
116,6,qishloq,33,534515.8859568918
125,1,shahar_cheti,25,892276.3195432394
70,3,qishloq,99,372817.545001812
116,1,qishloq,87,657524.9814440188
195,4,markaz,94,2200208.292089096
95,3,markaz,93,1055381.8859449518
130,3,qishloq,8,568209.9545888951
109,6,qishloq,37,518026.1223953252
72,5,qishloq,16,305446.1096731154
56,1,markaz,71,762484.1128012763
104,3,qishloq,26,616270.5452555299
106,2,shahar_cheti,59,696551.414023756
193,2,shahar_cheti,80,1601923.4134235648
112,3,shahar_cheti,91,870693.3921763069
88,3,qishloq,64,395002.50946507056
98,1,qishloq,9,495623.5715455823
155,2,markaz,77,2227571.4456534656
144,1,markaz,41,2119337.7705928427
197,5,shahar_cheti,92,1262869.5627688419
77,2,qishloq,89,356702.776481804
187,2,qishloq,91,918519.9597520384
122,1,qishloq,65,696965.3784218084
35,5,shahar_cheti,77,311426.0868104505
144,6,qishloq,58,714887.3854425432
117,2,markaz,42,1239736.5776128825
76,4,markaz,90,954469.5281143974
140,3,shahar_cheti,11,1124978.512301124
189,2,markaz,26,2245653.179288185
146,2,shahar_cheti,95,1100896.9077212282
83,6,qishloq,28,479262.60267349915
106,4,shahar_cheti,9,813385.0369697575
103,5,markaz,100,1133880.4089677555
32,5,qishloq,42,162943.06877647393
122,4,shahar_cheti,39,893402.6427569138
76,2,markaz,53,855110.2050058271
39,2,markaz,83,524076.6446912878
189,3,qishloq,14,992677.707723362
113,5,shahar_cheti,94,698674.6167582917
175,3,qishloq,27,865589.3781716743
87,2,qishloq,79,434406.4157311401
167,1,qishloq,46,746827.6421868058
111,6,markaz,91,1404641.43967319
43,6,qishloq,37,222718.22506111037
187,5,shahar_cheti,77,1576007.3047234553
136,5,shahar_cheti,59,912233.6132856187
114,5,shahar_cheti,95,957230.4096085054
163,4,shahar_cheti,25,1460437.9516319565
42,1,markaz,78,432369.0270892067
94,1,markaz,85,1083542.6245201866
132,2,qishloq,60,531683.0611525222
112,6,markaz,100,1213567.3380848044
162,3,qishloq,63,714874.2421298537
82,2,markaz,27,1022590.1168165356
198,5,markaz,12,2568302.536389513
171,2,qishloq,10,942288.4088417874
61,3,qishloq,18,336931.2705445883
104,6,markaz,98,1411741.0051555329
147,5,shahar_cheti,14,949399.1819986737
58,1,markaz,52,702378.3050964457
127,2,shahar_cheti,12,853313.6678833809
101,2,shahar_cheti,15,818805.5550005595
52,2,markaz,15,580031.059455934
129,6,qishloq,66,701904.1394385744
40,1,markaz,56,453416.7871269001
121,1,shahar_cheti,20,908157.1253850474
184,1,qishloq,95,738467.8165986458
112,6,shahar_cheti,32,866248.2210093567
80,6,qishloq,15,376685.18444897525
64,4,qishloq,64,376207.35163298727
189,4,markaz,95,2084263.4077825432
97,5,markaz,74,1251381.260810776
79,4,shahar_cheti,92,539921.1525711481
120,3,qishloq,43,588977.8442329833
156,4,shahar_cheti,6,1387748.1832818436
98,4,shahar_cheti,21,876936.5848338302
148,6,markaz,32,2109369.9438410266
191,1,shahar_cheti,90,1332737.6307024346
124,4,shahar_cheti,28,861451.9921789534
76,2,shahar_cheti,23,572257.1788880192
190,6,qishloq,3,912464.8534044565
106,2,shahar_cheti,28,744579.5240055084
149,3,qishloq,75,710147.3621299072
40,1,markaz,19,513443.30720883433
184,5,shahar_cheti,20,1526974.5302782303
84,1,qishloq,61,343607.7993286889
98,4,shahar_cheti,6,741201.623082233
160,5,qishloq,46,898288.8146754226
117,4,markaz,70,1266942.2214404119
66,3,shahar_cheti,37,546498.1960218154
105,4,shahar_cheti,34,875082.5238249275
38,1,shahar_cheti,27,322013.4167944983
184,1,markaz,68,2204810.488843309
91,5,qishloq,30,379237.1088381604
101,4,shahar_cheti,26,786642.3378505666
167,5,markaz,92,2303837.3009239268
41,6,shahar_cheti,78,253438.13493640046
138,1,qishloq,63,730252.6463779815
171,4,shahar_cheti,75,1202887.6281321198
33,4,shahar_cheti,70,223668.53749971854
76,5,shahar_cheti,57,518874.30185135145
123,2,shahar_cheti,86,1039444.8635376048
164,5,qishloq,11,733864.4625861751
97,4,shahar_cheti,56,709493.7521422962
122,6,markaz,21,1596515.4374410708
69,3,qishloq,53,381871.33969933307
62,4,shahar_cheti,100,471422.7488561681
43,2,qishloq,87,252610.6625873475
184,6,qishloq,74,955579.6351790685
176,3,markaz,32,2631078.78310149
84,1,shahar_cheti,69,713101.5803595115
110,2,shahar_cheti,99,667916.9657281246
122,1,markaz,47,1317412.5991511699
139,4,shahar_cheti,77,990536.5477981912
116,1,shahar_cheti,68,820487.9451309767
120,6,markaz,24,1575375.3046169241
67,5,shahar_cheti,80,479588.05031558336
154,1,qishloq,17,770458.1778996738
111,5,shahar_cheti,71,800245.1690418808
119,2,qishloq,37,658656.4216183543
195,2,shahar_cheti,18,1234732.7305889153
186,2,shahar_cheti,20,1641865.2932956158
70,3,markaz,68,738228.0080517493
89,2,qishloq,29,436495.91264658794
72,6,markaz,13,921850.6546527887
132,6,shahar_cheti,49,1109303.8389841414
161,4,qishloq,48,761230.4970740159
79,2,shahar_cheti,83,474831.23143562
49,1,shahar_cheti,49,352699.47520116414
79,6,shahar_cheti,38,639173.3245997626
105,6,qishloq,39,617271.4218474233
167,1,shahar_cheti,83,1443995.0993156212
53,2,shahar_cheti,56,403177.0992318378
84,5,markaz,26,965428.613510292
131,5,shahar_cheti,84,1027343.3507506357
135,1,shahar_cheti,55,1000947.4752707185
125,3,qishloq,64,551153.3598107966
172,2,markaz,96,1720549.8793767763
125,4,markaz,77,1351994.154989007
118,5,shahar_cheti,89,892281.3088159502
154,1,markaz,46,1953331.9328982248
184,5,shahar_cheti,89,1203683.6940140063
176,2,shahar_cheti,26,1123370.2333448115
70,4,markaz,11,706379.6653595109
79,4,markaz,2,862262.9373250565
92,4,qishloq,15,480633.58319052745
110,4,shahar_cheti,16,731743.812163721
137,4,markaz,93,1632008.9544555186
157,5,markaz,69,2316797.8676549857
94,3,markaz,43,1181782.8481923945
129,4,shahar_cheti,3,1041507.7853412043
158,4,markaz,32,2138328.0188098503
36,4,markaz,49,382871.591650981
140,2,shahar_cheti,20,1161607.575111313
89,3,shahar_cheti,95,610041.8380481494
68,3,qishloq,20,314712.0075593158
41,5,qishloq,43,237829.31147869944
165,3,qishloq,72,918440.8786167839
53,5,markaz,29,620729.0152430217
83,3,markaz,91,1220654.9474194786
48,3,markaz,65,615973.9422154536
151,2,qishloq,57,716915.2776866659
152,2,markaz,92,2151674.516931678
194,3,shahar_cheti,98,1714469.3495489254
130,5,shahar_cheti,100,912628.4168281945
104,6,markaz,17,1532536.799070782
145,5,qishloq,59,618856.064652411
83,4,shahar_cheti,32,532717.8853229287
195,5,qishloq,17,1007875.3461344064
164,5,shahar_cheti,28,1052518.0693149052
166,2,markaz,59,2413034.404824705
57,5,shahar_cheti,63,442329.161202724
81,1,markaz,31,821053.9987431156
133,3,shahar_cheti,28,950002.5132236227
190,6,shahar_cheti,46,1378221.2720546194
165,3,qishloq,5,970741.9889003825
126,1,markaz,79,1433819.2892245383
67,6,shahar_cheti,19,540841.7573771527
171,5,shahar_cheti,97,1162147.7835676176
45,1,markaz,71,631992.4277288457
55,4,markaz,12,721368.3546490589
155,5,qishloq,38,688831.6454828455
128,3,markaz,93,1849867.491824822
130,3,markaz,23,1585203.631541649
63,3,shahar_cheti,92,475759.09627589653
191,2,qishloq,100,777740.3019594833
73,5,shahar_cheti,41,546592.7196324591
138,1,qishloq,18,692977.5692848526
52,6,qishloq,44,214440.21249062763
34,5,markaz,1,402613.478881089
81,5,qishloq,60,343353.7594702329
180,4,qishloq,41,730323.6404900141
170,4,shahar_cheti,92,1044265.4543639825
61,6,qishloq,62,355646.590141408
161,3,markaz,94,1937921.0256527977
44,3,shahar_cheti,72,362570.41556328966
173,2,shahar_cheti,67,1318623.0642409897
34,4,markaz,70,342348.77392824093
112,6,markaz,78,1120391.7691332963
112,2,markaz,4,1549702.2597672725
54,6,qishloq,86,248859.6097121195
41,6,markaz,60,547932.5806083757
190,4,markaz,85,2663922.4378119917
86,3,shahar_cheti,76,551385.8946190304
94,2,shahar_cheti,51,683204.8709027086
106,5,qishloq,43,541515.8279381329
131,6,qishloq,62,677184.486290964
86,2,qishloq,50,481170.6962417084
86,5,markaz,52,1235569.579525567
173,6,markaz,64,2263818.644273687
55,5,shahar_cheti,46,381208.30352272093
73,6,qishloq,32,303568.5255992218
142,5,qishloq,98,745469.4318670181
43,5,markaz,69,607725.3347261923
142,6,qishloq,75,777089.3341682912
175,3,markaz,40,2498357.1342024906
33,6,shahar_cheti,1,263834.1521090584
42,1,markaz,37,556871.79027614
196,4,qishloq,2,888546.1355238593
41,6,qishloq,45,226641.0841462199
123,5,qishloq,30,492004.2440306629
58,1,markaz,19,644269.483241098
74,2,markaz,80,978437.7422889884
142,2,qishloq,84,573433.1634984047
54,4,shahar_cheti,35,423657.04799620644
149,2,qishloq,7,805291.3431298105
161,3,shahar_cheti,99,1401522.4245668629
76,6,shahar_cheti,14,636869.8481482306
55,3,qishloq,9,266472.9254539481
56,6,markaz,9,657897.5608199005
185,3,markaz,59,2475606.1699559684
162,5,shahar_cheti,29,1388863.2330051216
162,3,markaz,78,2245445.2202397315
147,6,qishloq,94,746915.5659308888
138,6,markaz,68,1425794.374940608
72,3,markaz,47,760122.6778694456
178,6,shahar_cheti,80,1358478.2641009006
149,1,qishloq,90,869903.9830044945
96,1,markaz,77,1248565.358159493
170,3,markaz,49,2493152.414105077
185,5,markaz,56,2706608.9460895234
48,2,markaz,80,576460.8632989717
114,3,qishloq,78,532498.6759430087
197,2,markaz,21,2552141.817579811
40,6,shahar_cheti,54,341245.5716782224
151,4,shahar_cheti,92,1098408.233127138
94,1,markaz,57,1343892.457624667
133,4,markaz,75,1472002.3638926921
97,6,qishloq,95,565633.8460850872
160,5,shahar_cheti,8,1220241.0472813214
106,1,markaz,53,1166129.2566773745
162,4,qishloq,73,661935.0600305562
170,6,qishloq,56,987517.9890783337
94,6,qishloq,10,479470.45751159504
197,1,shahar_cheti,83,1512728.7593910254
180,2,markaz,32,2140101.33444328
150,3,shahar_cheti,82,1058156.2167500823
133,6,markaz,47,1344574.764284253
134,2,shahar_cheti,36,1155930.7844976268
138,3,qishloq,95,651866.0703004586
82,2,markaz,61,840125.2236718336
146,2,qishloq,11,732025.1346143162
195,5,markaz,48,2078965.392075524
31,2,qishloq,72,158296.5140709838
113,4,markaz,85,1228248.211637004
132,5,markaz,98,1584323.2032900401
168,4,qishloq,84,871624.998730904
131,3,qishloq,73,682494.983228749
135,4,qishloq,15,688608.3620193171
109,3,shahar_cheti,51,840885.9724946787
40,4,markaz,40,574179.8425874225
70,3,markaz,65,761485.8752290284
193,2,markaz,69,2824649.8585967678
78,5,shahar_cheti,48,689246.9169655677
103,1,qishloq,67,442916.67388784734
47,2,shahar_cheti,75,340695.9505649475
51,2,shahar_cheti,51,340413.00623531133
66,2,shahar_cheti,40,475487.2081452206
77,1,shahar_cheti,23,649975.2412764804
180,6,qishloq,5,782543.847825263
75,1,shahar_cheti,1,549068.5049759618
179,3,shahar_cheti,61,1462281.2320316886
98,3,markaz,99,1211717.48803542
41,1,shahar_cheti,51,286374.8972772837
78,2,qishloq,18,440716.7349151307
141,6,markaz,65,2112741.415697009
122,2,shahar_cheti,11,869199.6714572136
178,1,qishloq,82,768222.8661230052
99,1,qishloq,54,436203.639054462
47,3,shahar_cheti,51,411877.3089273648
96,2,markaz,82,1311425.8435170474
191,5,markaz,73,2319551.812470789
146,2,shahar_cheti,86,904320.7943424574
50,4,qishloq,72,208677.40678971013
189,5,markaz,31,2803262.0362188225
69,1,markaz,85,1006114.6847172326
64,2,markaz,49,737841.2818346291
47,3,shahar_cheti,38,384254.52711520746
110,6,shahar_cheti,78,813637.8855037139
195,3,qishloq,35,915551.0399834077
64,6,markaz,2,713934.882283662
36,3,qishloq,47,163765.09731992258
105,5,qishloq,13,496887.54531764897
134,3,qishloq,75,778166.0875051805
59,1,qishloq,40,327512.27792198287
62,2,shahar_cheti,54,404619.06615904346
64,3,markaz,1,679916.8864061354
142,3,markaz,71,2038597.7784775894
142,1,qishloq,60,672719.3054817206
45,3,qishloq,5,234102.85243913866
153,6,markaz,86,2182246.260314725
108,1,markaz,84,1441820.9911767498
120,2,shahar_cheti,17,1012325.0337402526
182,6,shahar_cheti,27,1420782.6276399272
94,6,markaz,59,1390759.1788734386
53,6,markaz,12,765805.9104754315
89,3,markaz,44,1043987.33719554
91,4,markaz,53,1212722.5705184937
137,6,shahar_cheti,92,1016048.1807578038
91,3,qishloq,59,450286.49750074605
34,5,shahar_cheti,82,269256.20710840396
80,1,shahar_cheti,33,615729.8252185541
99,2,qishloq,29,401252.1307034953
149,3,qishloq,20,742645.7855002397
188,1,qishloq,57,812822.0200802552
98,4,shahar_cheti,36,678913.5592228719
121,4,markaz,5,1495254.5351145864
37,5,shahar_cheti,6,260935.01140607553
40,6,markaz,66,493405.6599323467
86,4,markaz,1,976396.7230282561
178,5,shahar_cheti,77,1335692.2979924295
33,5,markaz,35,475146.2096116822
115,3,shahar_cheti,92,906473.1426646058
137,5,shahar_cheti,1,1033157.8120704618
109,6,markaz,43,1160503.1296604143
186,1,shahar_cheti,53,1519958.6115022127
75,3,shahar_cheti,34,671497.0401765256
84,2,markaz,89,1247359.2232259167
137,6,markaz,79,1704930.6490601178
181,6,markaz,72,2029376.4037164038
132,2,shahar_cheti,99,839068.0431517004
92,2,qishloq,41,523203.1999422683
154,6,markaz,37,2262563.6583475852
105,1,qishloq,87,504073.1707269648
81,5,qishloq,30,401125.7858105113
92,3,shahar_cheti,63,563236.6336470967
121,2,shahar_cheti,44,812136.3398103602
112,5,qishloq,26,536597.9489942638
185,3,shahar_cheti,46,1396665.7119441056
71,6,shahar_cheti,36,506472.56734221254
160,1,shahar_cheti,48,1170969.4127619087
52,1,markaz,54,566585.5709941708
154,4,markaz,88,2065994.9076173387
133,3,markaz,9,1726424.145546349
157,4,shahar_cheti,10,1229156.3169432597
66,4,markaz,55,729777.7818855005
130,3,markaz,91,1506289.8975159796
97,5,shahar_cheti,29,785539.3432842076
132,5,shahar_cheti,90,1165530.0409610285
127,4,markaz,27,1468847.6636195285
194,4,qishloq,66,1147086.393424177
82,6,qishloq,89,332868.97247663443
44,4,shahar_cheti,61,383985.42040327605
78,2,shahar_cheti,99,632471.668504997
62,1,markaz,47,922265.1210010946
159,5,qishloq,39,868043.5509674499
196,4,qishloq,22,1056021.1877204098
129,6,markaz,52,1536338.675067506
50,5,shahar_cheti,36,406039.554290052
75,3,markaz,48,1007026.0553630574
119,6,shahar_cheti,42,1036095.0653380326
145,5,shahar_cheti,18,1191395.2841971065
183,6,shahar_cheti,42,1503417.1595203117
138,2,markaz,90,1595110.5611946103
123,5,markaz,27,1507201.4848137954
198,3,markaz,79,2075596.9801102013
89,4,shahar_cheti,42,540542.3190014673
32,4,shahar_cheti,25,207009.3574399851
39,4,qishloq,73,201396.63851188007
199,3,shahar_cheti,87,1495886.554980123
69,4,qishloq,63,307059.8348880683
174,6,markaz,77,2190890.4764331137
58,3,shahar_cheti,56,436150.9055148925
72,4,shahar_cheti,85,548629.7797405174
54,4,markaz,84,669809.0768077393
86,1,qishloq,11,513960.2551343252
155,4,markaz,76,2028006.5776117244
102,6,qishloq,13,491081.18055006623
104,6,markaz,10,1099727.9887951042
119,3,markaz,68,1714142.1847760472
77,1,shahar_cheti,33,661942.671512565
196,5,qishloq,34,1110550.8879928396
62,3,qishloq,43,259837.0502515427
36,6,shahar_cheti,73,267077.6871119009
41,2,markaz,47,527489.3212377221
110,4,qishloq,5,655588.8683708296
41,6,markaz,82,415492.1068361334
122,4,shahar_cheti,32,1035227.3601926677
140,3,qishloq,65,831431.1268891341
180,6,shahar_cheti,97,1268833.8233437014
